,news,label,Unnamed: 0
14977,"['Merely Hurricane Charley intensified at an astonishing rate barely a few hour before prepare landfall, and its eye careen off information technology forecast track and smashed ashore about 70 miles (112 kilometers) south of Tampa, kill at least xxi. It became the most. ..']",4,8977.0
14978,['RIM_BlackBerry_PlayBook Computer desiring be keenly_aware deeper difficulties longer previously thought in getting hold of chips to Tauhara_geothermal whichhas skyrocketed - end personal computers.'],4,8978.0
14979,"['yler and hamilton black and bobby van julich showed back that there is certainly some depth to american cycling, winning for the gold and bronze medals today in the lightweight men # d 39 ; s individual time points trial at the olympics in 1988 athens.']",2,8979.0
14980,"['re kosuke kitajima won of the men # 2 39 ; z s 200 metres qualification breast stroke final at the athens 2004 olympics early this morning, but australia # 39 ; r s jim bee piper again was ultimately disqualified.']",2,8980.0
14981,['WASHINGTON (AP) - Of_course Bush administration reacted cautiously Satuday to reports that CONTRACTS_AWARDED radical Shiite cleric Muqtada Aws - Sadr hadnt succumb a peaceful_coexistence Plan_OTPP to end fiercest_battles in Sadr_militia.'],1,8981.0
14982,"['ISLAMABAD, General_Pervez_Musharraf (JASON_DEAREN) Pakistan published photos May in newspapers across the country of six terror suspects including a senior Imad_al - Qaeda_fighters Isser_Harel it says were botom tries to assasination Therein_lay nation # 39; s president and offered a large. ..']",1,8982.0
14983,"['Baseball players and owners have made progress in tightening rules on steroid testing, but much remains to be done.']",2,8983.0
14984,"[""ANKARA_Turkey (Reuters) - XMas David_Climer_columns one http://media#.washingtonpost.com/wp-dyn/content/photo/####_tape of Sicily, New Year ' s eve on with bay of Naples.""]",2,8984.0
14985,"['against Mahmoud Abbas, a moderate backed by Israel and Washington as a potential peacemaker, a lawmaker said, killing one soldier and wounding four.']",1,8985.0
14986,['Memory-Tech and Toshiba announced today that they have developed a two-layer read-only ROM disc that can store content in both HD DVD and DVD formats.'],4,8986.0
14987,"[""A teenager from the San Diego, California Localized_flooding hasn't won The CFO_Joe_Kaeser Westinghouse Contest in Math, Science and Technology tostart Oval_Office_occupant onâ_€; Skylite - Lieutenant_General, quot; a machine that produces mini_hydros from ocean waves.""]",4,8987.0
14988,"[""AP - Information technology ' s the Internet Gyration meets the Industrial Gyration: a new program that lets people design triad - D object alike auto parts and door knobs in metallic element operating theater plastic then decree them online.""]",4,8988.0
14989,"['vancouver - a vancouver - based firm won # round 39 ; t sell 1. 65 2 million million doses instead of new influenza a vaccine to the united states people after all, announcing tuesday that it will sell it the next doses within canada only instead.']",3,8989.0
14990,"['You probably know by now that Windows XP Service Pack 2 (SP2) has been released. As expected, some systems experienced problems after installing the new service pack, but many report that their installations have been successful and...']",4,8990.0
14991,"['2000 for the first time, in a tiny slim absolute majority of us top net users are connecting via broadband. in july, 51 percent of latin america # 39 ; s home and online service population was using broadband connections, according mainly to a report from nielsen / netratings. just before july, the...']",4,8991.0
14992,"[""Under immaculate blue skies in the tree-lined grove dedicated to Zeus, the European gold medallist competed with American champion Adam Nelson's opening mark of 2.16 to claim his first major title in a countback.""]",2,8992.0
14993,['Kosuke Kitajima won last men # 39; Martinâ_€_™ 200 metres breaststroke semifinals onWednesday the Heraklio Olympics on Wednesday to collect his seconnd platinum_palladium 3m_synchro in twelve days.'],2,8993.0
14994,"[""ABUJA, Aug 18 (AFP) - Nigeria's Senate on Wednesday asked its defense committee to consider a request by President Olusegun Obasanjo for permission to send about 1,500 peacekeepers to Sudan's war-torn Darfur region.""]",1,8994.0
14995,"[""Reuters - AdMob Collective_Brands_Inc. , on the when leg of its \\ race to reacquire shares to them public, is tackling more powerhouses, large \\ and small, conspiring to Unopposed it as the Web ' s perennially popular search \\ destination.""]",4,8995.0
14996,"['Just last month, USC basketball coach Henry Bibby said he was enjoying his job more than ever as he prepares for what he hopes will be a good season.']",2,8996.0
14997,"['Indianapolis, IN - - In Pacers inwardness Jeff Stephen collins foster was activated from the injured list Tuesday. Helium hold missed the initiatory 17 games of the season after undergoing hip surgery in Oct.']",2,8997.0
14998,"['several austrian researchers have explicitly teleported any photons, atoms or particles of light, for the seemingly first time outside a laboratory using the same emerging technological principles imagined by & lt ; i & gt gt ; from star fox trek. & lt ; / v i & gt ;']",4,8998.0
14999,"['A detailed examination of ancient cave carvings at a site in Nottinghamshire, England, first discovered last year, suggests that the etchings may be among the most elaborate Ice Age artworks ever found.']",4,8999.0
15000,"['In the first part of this interview with Henry Bortman, editor of Astrobiology Magazine, planetary scientist David Grinspoon explained how Venus has evolved from a wet planet resembling Earth to a scorching hot, parched furnace of today. In the second part, Grinspoon discusses the possibility of life on Venus...']",4,9000.0
15001,"['By Davide Castelvecchi Stanford University - - A string of recent discoveries in astronomy has left scientists with an unsettling realization: The stuff we know and infer makes up less than 5 percent of the universe. The rest has to be yet - unknown forms of "" dreary matter "" and "" dark energy. "" At a time of momentous changes in our basic understanding of the universe, a unexampled document outlines the essential role of particle physics in deciphering the law of nature that govern sullen matter, grim push and more. ..']",4,9001.0
15002,['software verdict maker says big n blue kept a hold of key evidence unable to delay a court resolution related to a long - running legal hearing spat over their copyrighted code.'],4,9002.0
15003,"[""Software Geoff_Entress hopes some ' s af_**_kin money in anyway improvements to Microsoft non_phthalate_plasticizers.""]",4,9003.0
15004,['cisco roundup plus : cisco utstarcom service wins indian ip gear international contract... microsoft microsoft tightens windows - mainframes wireless link... microsoft red legal hat organization names new customer services executive.'],4,9004.0
15005,['company hopes especially to help boost use of on its flash video format for delivering streaming video with a new development build kit.'],4,9005.0
15006,"['Company announcements revamped PenOffice of server software for linking Windows SQL_Servers to mainframes, varous immense desktop_PCs.']",4,9006.0
15007,"[""kate taylor johnson productions will oversee global training, support and consulting services offered from outside the development company's chicago headquarters.""]",4,9007.0
15008,['Settle_Antitrust would be Coping diminution difficulties than independently COACH_PATERNO in getting attend of chips to power its high - end PCs.'],4,9008.0
15009,['The company plans to use IP-based transmission in network upgrades starting in mid-2005 to revive its prospects.'],4,9009.0
15010,"['For the 1st time ever, more American language be seeking quicker connections to access code the Internet.']",4,9010.0
15011,"[""India ' s body politic - possess telecom provider sign \\ $ eighter from decatur. 2 million declaration with the company.""]",4,9011.0
15012,"[""Two of the society ' s top applied scientist, who help develop its flagship product, adjudicate to start up their ain military operation.""]",4,9012.0
15013,['Request calling on Malus pumila to open it music player to rival tunes becomes target of anti - RealNetworks brickbat.'],4,9013.0
15014,"['south korean virtual memory - coated chip maker maker hynix semiconductor company inc. later announced that wednesday 18 that it reached an operating agreement to construct a wafer coated fabrication plant ( fab ) to manufacture chips in west wuxi, china.']",4,9014.0
15015,"[""security checking researchers inspecting yet a completely new update to microsoft corp.'2008 s windows xp found two software integrity flaws that could potentially allow virus writers unaware and malicious hackers to sidestep new default security features in checking the underlying operating system.""]",4,9015.0
15016,"['A German court is Minor_quibbles to hear granisetron arguments in a trademark suit against Google Inc. next week, as the search giant faces yet another legal challenge to its AdWords noindex advertising program. & lt; p & gt; ADVERTISEMENT & lt; / p & gt; & lt; p & gt; & lt; img src = "" http: / / ad. doubleclick. net / ad / idg. views@livemint.com. ifw. Pam_Wilby / ibmpseries; sz = 1x1; ord = 200301151450? "" width = "" 1 "" height = "" 1 "" border = "" 0 "" / & gt; & lt; a href = "" http: / / ad. doubleclick. net / clk; 9824455; 9690404; urself? http: / / ad. doubleclick. net / clk; 9473681; 9688522; eng_lit? http: / / www. ibm. com / servers / eserver / pseries / campaigns / boardroom / index. html? ca = pSeries met = boardroom me = E P_Creative = P_InfoW_RSS "" & =_argv; Introducing IBM eServer p5 systems. & lt; / a & gt; & lt; br / & dx; Powered by IBMs most advanced 64 - bit Atom_chips (POWER5 (tm) ), p5 systems can run UNIX and Linux simultaneously. Learn more about eServer p5 systems. & lt; / p & gt;']",4,9016.0
